DISTRICT,ADDRESS,SCHOOL,URL,SCHOOLID,TYPE,Marker_Type,Grade in 2013,POINTTOT,POINTELEMpass,POINTELEMalt,POINTMIDDpass,POINTMIDDalt,POINTHIGH
BERKELEY,"Westview Elementary, 100 Westview Boulevard, Goose Creek, SC, 29445",WESTVIEW ELEMENTARY,http://www.berkeley.k12.sc.us/Westview.cfm,801031,ELEM,small_yellow,B,87.3,87.3,,,,
BERKELEY,"Westview Middle, 101 Westview Boulevard, Goose Creek, SC, 29445",WESTVIEW MIDDLE,http://www.berkeley.k12.sc.us/WestviewMiddle.cfm,801022,MIDD,small_green,A,93.3,,,93.3,,
BERKELEY,"Whitesville Elementary, 324 Gaillard Road, Moncks Corner, SC, 29461",WHITESVILLE ELEMENTARY,http://www.berkeley.k12.sc.us/Whitesville.cfm,801030,ELEM,measle_turquoise,C,78.5,78.5,,,,
NEWBERRY,"Boundary Street Elementary, 1406 Boundary Street, Newberry, SC, 29108",BOUNDARY STREET ELEMENTARY,http://www.boundarystreet.org/,3601005,ELEM,measle_turquoise,C,78.2,78.2,,,,
HORRY,"Bridgewater Academy Charter, 191 River Landing Boulevard, Myrtle Beach, SC, 29579",BRIDGEWATER ACADEMY CHARTER,http://www.bridgewateracademy.org/,2601601,COMBO,small_green,A,95.7,96.5,,95,,
YORK 3,"The Palmetto School at the Children's Attention Home, P.O. Box 2912, Rock Hill, SC, 29732",PALMETTO SCHOOL CHILDRENS ATTEN,http://www.cahcharterschool.org/,4603602,COMBO,measle_brown,No Grade,,,,,,
RICHLAND 1,"Carolina School for Inquiry, 7405-A Fairfield Road, Columbia, SC, 29203",CAROLINA SCHOOL FOR INQUIRY,http://www.carolinaschoolforinquiry.com/,4001603,ELEM,small_green,A,95,95,,,,
CHARLESTON,"Gregg Mathis Charter High (Youthbuild), 2872 Azalea Drive, Charleston, SC, 29405",GREG MATHIS CHARTER,http://www.ccsdschools.com/Schools/K12/greg_mathis_hs.php,1001615,HIGH,measle_brown,No Grade,,,,,,
SC CHARTER SCHOOL,"Calhoun Falls Charter School, 205 Edgefield Street, Calhoun Falls, SC, 29628",CALHOUN FALLS CHARTER,http://www.cfpcs.org,4701002,COMBO,small_green,A,94.9,,,94.9,,
CHEROKEE,"Alma Elementary, 213 Alma Street, Gaffney, SC, 29340",ALMA ELEMENTARY,http://www.cherokee1.k12.sc.us/alma/,1101005,ELEM,small_purple,D,69.1,69.1,,,,
CHEROKEE,"B. D. Lee Elementary, 401 Overbrook Drive, Gaffney, SC, 29341",B D LEE ELEMENTARY,http://www.cherokee1.k12.sc.us/bdlee/index.php,1101015,ELEM,small_red,F,58.6,58.6,,,,
CHEROKEE,"Blacksburg Elementary, 402 Hardin Street, Blacksburg, SC, 29702",BLACKSBURG ELEMENTARY,http://www.cherokee1.k12.sc.us/bes/,1101020,ELEM,small_yellow,B,85.2,85.2,,,,
CHEROKEE,"Blacksburg High, 201 W. Ramseur Street, Blacksburg, SC, 29702",BLACKSBURG HIGH,http://www.cherokee1.k12.sc.us/bhs/,1101001,HIGH,small_green,A,95.2,,,,,95.2
CHEROKEE,"Blacksburg Middle, 101 London Street, Blacksburg, SC, 29702",BLACKSBURG MIDDLE,http://www.cherokee1.k12.sc.us/bms/,1101007,MIDD,small_purple,D,67.6,,,67.6,,
CHEROKEE,"Corinth Elementary, 128 Corinth Road, Gaffney, SC, 29340",CORINTH ELEMENTARY,http://www.cherokee1.k12.sc.us/corinth/index.htm,1101009,ELEM,small_green,A,95.3,95.3,,,,
CHEROKEE,"Draytonville Elementary, 2373 Wilkinsville Highway, Gaffney, SC, 29340",DRAYTONVILLE ELEMENTARY,http://www.cherokee1.k12.sc.us/draytonville/index.htm,1101010,ELEM,small_green,A,93.1,93.1,,,,
CHEROKEE,"John E. Ewing Middle, 171 East Junior High Road, Gaffney, SC, 29340",JOHN E EWING MIDDLE,http://www.cherokee1.k12.sc.us/ewing/,1101002,MIDD,measle_turquoise,C,76.4,,,76.4,,
CHEROKEE,"Goucher Elementary, 604 Goucher School Road, Gaffney, SC, 29340",GOUCHER ELEMENTARY,http://www.cherokee1.k12.sc.us/ges/,1101012,ELEM,small_green,A,92.3,92.3,,,,
CHEROKEE,"Gaffney High, 149 Twin Lakes Road, Gaffney, SC, 29341",GAFFNEY HIGH,http://www.cherokee1.k12.sc.us/ghs/,1101003,HIGH,small_purple,D,65.9,,,,,65.9
CHEROKEE,"Gaffney Middle, 805 East Frederick Street, Gaffney, SC, 29340",GAFFNEY MIDDLE,http://www.cherokee1.k12.sc.us/gms/,1101024,MIDD,small_purple,D,63.7,,,63.7,,
CHEROKEE,"Grassy Pond Elementary, 1146 Boiling Springs Highway, Gaffney, SC, 29341",GRASSY POND ELEMENTARY,http://www.cherokee1.k12.sc.us/gpes/,1101022,ELEM,small_yellow,B,86.5,86.5,,,,
CHEROKEE,"Granard Middle, 815 West Rutledge Avenue, Gaffney, SC, 29341",GRANARD MIDDLE,http://www.cherokee1.k12.sc.us/grms/,1101004,MIDD,small_yellow,B,86.1,,,86.1,,
CHEROKEE,"Limestone-Central Elementary, 727 Pacolet Highway, Gaffney, SC, 29341",LIMESTONE/CENTRAL ELEMENTARY,http://www.cherokee1.k12.sc.us/lces/,1101021,ELEM,small_yellow,B,88.8,88.8,,,,
CHEROKEE,"Luther L. Vaughan  Elementary, 192 Vaughan Road, Gaffney, SC, 29341",LUTHER VAUGHAN ELEMENTARY,http://www.cherokee1.k12.sc.us/lves/,1101019,ELEM,small_red,F,20.6,20.6,,,,
CHEROKEE,"Mary Bramlett Elementary, 301 Spruce Street, Gaffney, SC, 29340",MARY BRAMLETT ELEMENTARY,http://www.cherokee1.k12.sc.us/mbes/,1101011,ELEM,small_red,F,10.5,10.5,,,,
CHEROKEE,"Northwest Elementary, 840 Green River Road, Gaffney, SC, 29341",NORTHWEST ELEMENTARY,http://www.cherokee1.k12.sc.us/nwes/,1101023,ELEM,small_green,A,95,95,,,,
CLARENDON 2,"Phoenix Charter High, 1423 Hotel Street, Alcolu, SC, 29001",PHOENIX CHARTER HIGH SCHOOL,http://www.clarendon2.k12.sc.us/group_profile_view.aspx?id=b0290377-f523-471a-bfbb-ddc22b3dd867,1402610,HIGH,measle_brown,No Grade,,,,,,
YORK 2,"Crowders Creek Elem, 5515 Charlotte Highway, Clover, SC, 29710",CROWDERS CREEK ELEMENTARY,http://www.clover.k12.sc.us/Domain/10,4602051,ELEM,small_yellow,B,88.8,88.8,,,,
YORK 2,"Griggs Road Elementary, 100 Griggs Road, Clover, SC, 29710",GRIGGS ROAD ELEMENTARY,http://www.clover.k12.sc.us/Domain/11,4602047,ELEM,small_green,A,99.8,99.8,,,,
YORK 2,"Kinard Elementary, 201 Pressly Street, Clover, SC, 29710",KINARD ELEMENTARY,http://www.clover.k12.sc.us/Domain/12,4602014,ELEM,small_green,A,99.2,99.2,,,,
YORK 2,"Larne Elementary, 3598 Filbert Highway, Clover, SC, 29710",LARNE ELEMENTARY,http://www.clover.k12.sc.us/Domain/13,4602018,ELEM,small_green,A,99,99,,,,
YORK 2,"Clover Middle, 1555 Highway 55 East, Clover, SC, 29710",CLOVER MIDDLE,http://www.clover.k12.sc.us/Domain/14,4602013,MIDD,small_yellow,B,89.9,,,89.9,,
YORK 2,"Oakridge Middle, 5650 Highway 557, Clover, SC, 29710",OAKRIDGE MIDDLE,http://www.clover.k12.sc.us/Domain/15,4602016,MIDD,small_green,A,98.6,,,98.6,,
YORK 2,"Clover High, 1625 Highway 55 East, Clover, SC, 29710",CLOVER HIGH,http://www.clover.k12.sc.us/Domain/16,4602010,HIGH,small_green,A,90.2,,,,,90.2
YORK 2,"Bethany Elementary, 337 Maynard Grayson Road, Clover, SC, 29710",BETHANY ELEMENTARY,http://www.clover.k12.sc.us/Domain/8,4602011,ELEM,small_green,A,100,100,,,,
YORK 2,"Bethel Elementary, 6000 Highway 55 East, Clover, SC, 29710",BETHEL ELEMENTARY,http://www.clover.k12.sc.us/Domain/9,4602012,ELEM,small_green,A,92,92,,,,
COLLETON,"Bells Elementary, 12088 Bells Highway, Ruffin, SC, 29475",BELLS ELEMENTARY,http://www.colleton.k12.sc.us/schools/bes/index.html,1501006,ELEM,small_red,F,56.8,56.8,,,,
COLLETON,"Forest Hills Elementary, 633 Hiers Corner Road, Walterboro, SC, 29488",FOREST HILLS ELEMENTARY,http://www.colleton.k12.sc.us/schools/fhe/index.htm,1501012,ELEM,measle_turquoise,C,73.4,73.4,,,,
COLLETON,"Hendersonville Elementary, 6089 Hendersonville Highway, Walterboro, SC, 29488",HENDERSONVILLE ELEMENTARY,http://www.colleton.k12.sc.us/schools/hes/index.html,1501021,ELEM,small_purple,D,60.9,60.9,,,,
SC CHARTER SCHOOL,"SC Connections Academy, 220 Stoneridge Drive, Suite 403, Columbia, SC, 29210",SC CONNECTIONS ACADEMY,http://www.connectionsacademy.com/south-carolina-school,4701003,COMBO,measle_turquoise,C,77.9,80.1,,81.7,,62.8
JOHN DE LA HOWE,"John De La Howe School                            , 192 Gettys Road, McCormick, SC, 29835",JOHN DE LA HOWE,http://www.delahowe.k12.sc.us/,5205002,COMBO,measle_brown,No Grade,,,,,,
BAMBERG 2,"Denmark-Olar Elementary, 1459 Solomon Blatt Boulevard, Denmark, SC, 29042",DENMARK-OLAR ELEMENTARY,http://www.denmarkolarschooldistrict2.org/education/school/school.php?sectionid=3&,502010,ELEM,small_green,A,91.8,91.8,,,,
BAMBERG 2,"Denmark-Olar Middle, 45 Green Street, Denmark, SC, 29042",DENMARK-OLAR MIDDLE,http://www.denmarkolarschooldistrict2.org/education/school/school.php?sectionid=4&,502008,MIDD,small_red,F,48.9,,,48.9,,
BAMBERG 2,"Denmark Olar High, 197 Viking Circle, Denmark, SC, 29042",DENMARK-OLAR HIGH,http://www.denmarkolarschooldistrict2.org/education/school/school.php?sectionid=5&,502007,HIGH,small_purple,D,61.3,,,,,61.3
EDGEFIELD,"Douglas Elementary, 215 Diggs Road, Trenton, SC, 29847",DOUGLAS ELEMENTARY,http://www.des.edgefieldcountyschools.org/pages/DouglasES,1901003,ELEM,small_red,F,54.3,54.3,,,,
DILLON 4,"Dillon High School                                , 1730 Highway 301 North, Dillon, SC, 29536",DILLON HIGH,http://www.dillon.k12.sc.us/dhs/Default.asp,1704005,HIGH,small_red,F,32.7,,,,,32.7
DILLON 4,"East Elementary                                   , 901 East Harrison Street, Dillon, SC, 29536",EAST ELEMENTARY,http://www.dillon.k12.sc.us/east/default.htm,1704007,ELEM,small_green,A,90.2,90.2,,,,
DILLON 4,"Gordon Elementary                                 , 926 Perry Avenue, Dillon, SC, 29536",GORDON ELEMENTARY,http://www.dillon.k12.sc.us/gordon/default.htm,1704009,ELEM,small_green,A,92.3,92.3,,,,
DILLON 4,"Dillon Middle, 1803 Joan Drive, Dillon, SC, 29536",DILLON MIDDLE,http://www.dillon.k12.sc.us/jvm/Default.htm,1704010,MIDD,small_yellow,B,80,,,80,,
DILLON 4,"Lake View Elementary                              , 1311 Scott Street, Lake View, SC, 29563",LAKE VIEW ELEMENTARY,http://www.dillon.k12.sc.us/LV_Elementary/default.htm,1704003,ELEM,small_green,A,99.3,99.3,,,,
DILLON 4,"Lake View High                                    , 401 East Third Avenue, Lake View, SC, 29563",LAKE VIEW HIGH,http://www.dillon.k12.sc.us/LV_High/Default.asp,1704002,COMBO,small_yellow,B,83.1,,,88.4,,65.8
DILLON 4,"Stewart Heights Elementary                        , 1001 West Calhoun Street, Dillon, SC, 29536",STEWART HEIGHTS ELEMENTARY,http://www.dillon.k12.sc.us/shs/Default.htm,1704011,ELEM,small_green,A,95,95,,,,
DILLON 4,"South Elementary                                  , 900 Patriot Street, Dillon, SC, 29536",SOUTH ELEMENTARY,http://www.dillon.k12.sc.us/south/Default.htm,1704008,ELEM,small_red,F,56.1,56.1,,,,
DORCHESTER 2,"Rollings Middle School of the Arts, 815 South Main Street, Summerville, SC, 29483",R H ROLLINGS MIDDLE SCHOOL OF TH,http://www.dorchester.rms.schoolfusion.us/,1802012,MIDD,small_green,A,100,,,100,,
SPARTANBURG 6,"Dorman High, 1050 Cavalier Way, Roebuck, SC, 29376",DORMAN HIGH,http://www.dormanhigh.org/,4206053,HIGH,small_yellow,B,83.2,,,,,83.2
FLORENCE 4,"Brockington Elementary, 304 Kemper Street, Timmonsville, SC, 29161",BROCKINGTON ELEMENTARY,http://www.edline.net/pages/Brockington_Elementary_School,2104043,ELEM,small_red,F,34.5,34.5,,,,
FLORENCE 4,"Johnson Middle, 304 Kemper Street, Timmonsville, SC, 29161",JOHNSON MIDDLE,http://www.edline.net/pages/Johnson_Middle_School,2104042,MIDD,small_purple,D,64.2,,,64.2,,
FLORENCE 4,"Timmonsville High, 304 Kemper Street, Timmonsville, SC, 29161",TIMMONSVILLE HIGH,http://www.edline.net/pages/Timmonsville_High_School,2104041,HIGH,small_red,F,24.5,,,,,24.5
GEORGETOWN,"Andrews Elementary, 13072 County Line Road, Andrews, SC, 29510",ANDREWS ELEMENTARY,http://www.gcsd.k12.sc.us/aes,2201008,ELEM,small_yellow,B,87.4,87.4,,,,
GEORGETOWN,"Andrews High, 12890 County Line Road, Andrews, SC, 29510",ANDREWS HIGH,http://www.gcsd.k12.sc.us/ahs,2201001,HIGH,measle_turquoise,C,73.2,,,,,73.2
GEORGETOWN,"Brown's Ferry Elementary, 7292 Brown's Ferry Road, Georgetown, SC, 29440",BROWNS FERRY ELEMENTARY,http://www.gcsd.k12.sc.us/bfe,2201009,ELEM,small_red,F,37.2,37.2,,,,
GEORGETOWN,"Carvers Bay High, 13002 Choppee Road, Hemingway, SC, 29554",CARVERS BAY HIGH,http://www.gcsd.k12.sc.us/cbh,2201026,HIGH,small_yellow,B,85.5,,,,,85.5
GEORGETOWN,"Carvers Bay Middle, 13000 Choppee Road, Hemingway, SC, 29554",CARVERS BAY MIDDLE,http://www.gcsd.k12.sc.us/cbm,2201027,MIDD,small_red,F,46.6,,,46.6,,
GEORGETOWN,"Georgetown High, 2500 Anthuan Maybank Drive, Georgetown, SC, 29440",GEORGETOWN HIGH,http://www.gcsd.k12.sc.us/ghs,2201004,HIGH,measle_turquoise,C,72.7,,,,,72.7
GEORGETOWN,"Georgetown Middle, 2400 Anthuan Maybank Drive, Georgetown, SC, 29440",GEORGETOWN MIDDLE,http://www.gcsd.k12.sc.us/gms,2201013,MIDD,measle_turquoise,C,73.2,,,73.2,,
GEORGETOWN,"Kensington Elementary, 86 Kensington Boulevard, Georgetown, SC, 29440",KENSINGTON ELEMENTARY,http://www.gcsd.k12.sc.us/kes,2201014,ELEM,small_green,A,90.6,90.6,,,,
GEORGETOWN,"McDonald Elementary, 532 McDonald Road, Georgetown, SC, 29440",MCDONALD ROAD ELEMENTARY,http://www.gcsd.k12.sc.us/mces,2201016,ELEM,small_purple,D,60.9,60.9,,,,
GEORGETOWN,"Maryville Elementary, 2125 Poplar Street, Georgetown, SC, 29440",MARYVILLE ELEMENTARY,http://www.gcsd.k12.sc.us/mes,2201015,ELEM,small_yellow,B,88.6,88.6,,,,
GEORGETOWN,"Plantersville Elementary, 1668 Exodus Drive, Georgetown, SC, 29440",PLANTERSVILLE ELEMENTARY,http://www.gcsd.k12.sc.us/pes,2201020,ELEM,small_green,A,94.5,94.5,,,,
GEORGETOWN,"Pleasant Hill Elementary, 127 Schoolhouse Road, Hemingway, SC, 29554",PLEASANT HILL ELEMENTARY,http://www.gcsd.k12.sc.us/phe,2201012,ELEM,small_green,A,95.9,95.9,,,,
GEORGETOWN,"Rosemary Middle, 12804 County Line Road, Andrews, SC, 29510",ROSEMARY MIDDLE,http://www.gcsd.k12.sc.us/rms,2201022,MIDD,small_purple,D,60.3,,,60.3,,
GEORGETOWN,"Sampit Elementary, 69 Woodland Avenue, Georgetown, SC, 29440",SAMPIT ELEMENTARY,http://www.gcsd.k12.sc.us/ses,2201023,ELEM,small_green,A,91.3,91.3,,,,
GEORGETOWN,"Waccamaw Elementary, 1364 Waverly Road, Pawleys Island, SC, 29585",WACCAMAW ELEMENTARY,http://www.gcsd.k12.sc.us/wes,2201024,ELEM,small_yellow,B,82.5,82.5,,,,
GEORGETOWN,"Waccamaw High, 2412 Kings River Road, Pawleys Island, SC, 29585",WACCAMAW HIGH,http://www.gcsd.k12.sc.us/whs,2201025,HIGH,small_green,A,90.8,,,,,90.8
GEORGETOWN,"Waccamaw Intermediate, 320 Wildcat Way, Pawleys Island, SC, 29585",WACCAMAW INTERMEDIATE,http://www.gcsd.k12.sc.us/wis,2201029,COMBO,small_green,A,91,91.1,,90.8,,
GEORGETOWN,"Waccamaw Middle, 247 Wildcat Way, Pawleys Island, SC, 29585",WACCAMAW MIDDLE,http://www.gcsd.k12.sc.us/wms,2201028,MIDD,small_yellow,B,85.1,,,85.1,,
GREENVILLE,"Monarch Elementary, 224 Five Forks Road, Simpsonville, SC, 29681",MONARCH ELEMENTARY,http://www.greenville.k12.sc.us/monarch/,2301120,ELEM,small_green,A,99.2,99.2,,,,
GREENWOOD 52,"Edgewood Middle, 644 South Cambridge Street, Ninety Six, SC, 29666",EDGEWOOD MIDDLE,http://www.greenwood52.org/ems/site/default.asp,2452026,MIDD,small_green,A,90.1,,,90.1,,
GREENWOOD 52,"Ninety Six Elementary, 810 Johnston Road, Ninety Six, SC, 29666",NINETY SIX ELEMENTARY,http://www.greenwood52.org/nses/site/default.asp,2452027,ELEM,small_green,A,95.3,95.3,,,,
GREENWOOD 52,"Ninety Six High, 640 South Cambridge Street, Ninety Six, SC, 29666",NINETY SIX HIGH,http://www.greenwood52.org/nshs/site/default.asp,2452025,HIGH,small_yellow,B,87.4,,,,,87.4
GREENWOOD 50,"Mathews Elementary, 725 Marshall Road, Greenwood, SC, 29646",MATHEWS ELEMENTARY,http://www.gwd50.org/Domain/1025,2450011,ELEM,small_purple,D,66,66,,,,
GREENWOOD 50,"Merrywood Elementary, 329 Deadfall Road West, Greenwood, SC, 29649",MERRYWOOD ELEMENTARY,http://www.gwd50.org/Domain/1114,2450012,ELEM,small_yellow,B,89.8,89.8,,,,
GREENWOOD 50,"Eleanor S. Rice Elementary, 1802 East Durst Avenue, Greenwood, SC, 29649",ELEANOR S. RICE ELEMENTARY,http://www.gwd50.org/Domain/1207,2450008,ELEM,small_yellow,B,80.5,80.5,,,,
GREENWOOD 50,"Pinecrest Elementary, 220 East Northside Drive, Greenwood, SC, 29649",PINECREST ELEMENTARY,http://www.gwd50.org/Domain/1285,2450014,ELEM,small_green,A,90.9,90.9,,,,
GREENWOOD 50,"Springfield Elementary, 1608 Florida Avenue, Greenwood, SC, 29646",SPRINGFIELD ELEMENTARY,http://www.gwd50.org/Domain/1388,2450028,ELEM,small_yellow,B,84.4,84.4,,,,
GREENWOOD 50,"Woodfields Elementary, 1032 Emerald Road, Greenwood, SC, 29646",WOODFIELDS ELEMENTARY,http://www.gwd50.org/Domain/1473,2450018,ELEM,measle_turquoise,C,72.7,72.7,,,,
GREENWOOD 50,"Greenwood High, 1816 Cokesbury Road, Greenwood, SC, 29649",GREENWOOD HIGH,http://www.gwd50.org/Domain/247,2450002,HIGH,measle_turquoise,C,77.6,,,,,77.6
GREENWOOD 50,"Brewer Middle, 1000 Emerald Road, Greenwood, SC, 29646",BREWER MIDDLE,http://www.gwd50.org/Domain/460,2450017,MIDD,small_purple,D,65.3,,,65.3,,
GREENWOOD 50,"Northside Middle, 431 Deadfall Road West, Greenwood, SC, 29649",NORTHSIDE MIDDLE,http://www.gwd50.org/Domain/624,2450003,MIDD,measle_turquoise,C,76.9,,,76.9,,
GREENWOOD 50,"Westview Middle, 1410 West Alexander Road, Greenwood, SC, 29646",WESTVIEW MIDDLE,http://www.gwd50.org/Domain/717,2450029,MIDD,small_purple,D,61.4,,,61.4,,
GREENWOOD 50,"Emerald High, 150 Bypass 225, Greenwood, SC, 29646",EMERALD HIGH,http://www.gwd50.org/Domain/83,2450001,HIGH,measle_turquoise,C,76.8,,,,,76.8
GREENWOOD 50,"Hodges Elementary, 4717 Main Street, Hodges, SC, 29653",HODGES ELEMENTARY,http://www.gwd50.org/Domain/886,2450016,ELEM,small_yellow,B,86.7,86.7,,,,
GREENWOOD 50,"Lakeview Elementary, 660 Center Street, Greenwood, SC, 29649",LAKEVIEW ELEMENTARY,http://www.gwd50.org/Domain/958,2450009,ELEM,small_green,A,98.3,98.3,,,,
GREENWOOD 51,"Ware Shoals High, 56 South Greenwood Avenue, Ware Shoals, SC, 29692",WARE SHOALS HIGH,http://www.gwd51.org/,2451020,COMBO,small_green,A,92.4,,,98,,80.8
GREENWOOD 51,"Ware Shoals Elementary, 45 West Main Street, Ware Shoals, SC, 29692",WARE SHOALS ELEMENTARY,http://www.gwd51.org/,2451023,COMBO,small_green,A,100,100,,100,,
GREENWOOD 51,"Ware Shoals Primary, 15269 Indian Mound Road, Ware Shoals, SC, 29692",WARE SHOALS PRIMARY,http://www.gwd51.org/,2451022,ELEM,measle_turquoise,C,79,79,,,,
HAMPTON 1,"Ben Hazel Primary, 628 Railroad Avenue West, Hampton, SC, 29924",BEN HAZEL PRIMARY,http://www.hampton1.org/Domain/10,2501018,ELEM,small_yellow,B,89.8,89.8,,,,
HAMPTON 1,"Brunson Elementary, 34 College Street, Brunson, SC, 29911",BRUNSON ELEMENTARY,http://www.hampton1.org/Domain/11,2501004,ELEM,small_yellow,B,89.2,89.2,,,,
HAMPTON 1,"Hampton Elementary, 505 Hoover Street, Hampton, SC, 29924",HAMPTON ELEMENTARY,http://www.hampton1.org/Domain/12,2501006,COMBO,small_yellow,B,80.2,77.1,,86.6,,
HAMPTON 1,"Fennell Elementary, 131 Yemassee Highway, Yemassee, SC, 29945",FENNELL ELEMENTARY,http://www.hampton1.org/Domain/13,2501010,ELEM,measle_turquoise,C,72.8,72.8,,,,
HAMPTON 1,"Varnville Elementary, 395 East Pine Street, Varnville, SC, 29944",VARNVILLE ELEMENTARY,http://www.hampton1.org/Domain/14,2501009,ELEM,small_green,A,94.3,94.3,,,,
HAMPTON 1,"Wade Hampton High, 115 Airport Road, Hampton, SC, 29924",WADE HAMPTON HIGH,http://www.hampton1.org/Domain/8,2501001,HIGH,small_purple,D,60.3,,,,,60.3
HAMPTON 1,"North District Middle, 507 Tillman Avenue, Varnville, SC, 29944",NORTH DISTRICT MIDDLE,http://www.hampton1.org/Domain/9,2501008,MIDD,small_green,A,90.1,,,90.1,,
FLORENCE 3,"J. C. Lynch Elementary, 124 Hicks Road, Coward, SC, 29530",J C LYNCH ELEMENTARY,http://www.jcles.florence3.k12.sc.us/,2103036,ELEM,measle_turquoise,C,75.6,75.6,,,,
EDGEFIELD,"Johnston Elementary, 514 Lee Street, Johnston, SC, 29832",JOHNSTON ELEMENTARY,http://www.jes.edgefieldcountyschools.org/pages/JohnstonEShttp://www.jes.edgefieldcountyschools.org/pages/JohnstonES,1901005,ELEM,small_purple,D,65.8,65.8,,,,
FLORENCE 5,"Johnsonville Elementary, 160 East Marion Street, Johnsonville, SC, 29555",JOHNSONVILLE ELEMENTARY,http://www.jes.flo5.k12.sc.us/,2105047,ELEM,measle_turquoise,C,74.9,74.9,,,,
EDGEFIELD,"Johnston-Edgefield-Trenton Middle, 1095 Columbia Road, Johnston, SC, 29832",JOHNSTON-EDGEFIELD-TRENTON MIDDL,http://www.jet.edgefieldcountyschools.org/pages/JET,1901009,MIDD,measle_turquoise,C,78.1,,,78.1,,
FLORENCE 5,"Johnsonville High, 237 South Georgetown Highway, Johnsonville, SC, 29555",JOHNSONVILLE HIGH,http://www.jhs.flo5.k12.sc.us/,2105045,HIGH,measle_turquoise,C,74.4,,,,,74.4
FLORENCE 5,"Johnsonville Middle, 415 Maple Avenue, Johnsonville, SC, 29555",JOHNSONVILLE MIDDLE,http://www.jms.flo5.k12.sc.us/,2105049,COMBO,small_yellow,B,83.3,92.6,,80.8,,
FLORENCE 3,"J. Paul Truluck Middle, 319 Carlisle Street, Lake City, SC, 29560",J PAUL TRULUCK MIDDLE,http://www.jptms.florence3.k12.sc.us/,2103034,MIDD,small_red,F,59.6,,,59.6,,
SC CHARTER SCHOOL,"SC Virtual Charter School, 140 Stoneridge Drive, Suite 420, Columbia, SC, 29210",SC VIRTUAL CHARTER SCHOOL,http://www.k12.com/scvcs,4701004,COMBO,small_purple,D,66.8,53,,74.8,,65.8
SC CHARTER SCHOOL,"Lake City College Preparatory Academy, 1009 East Main Street, Lake City, SC, 29560",LAKE CITY COLLEGE PREP ACADEMY,http://www.lakecitycollegeprepacademy.org,4701009,COMBO,small_yellow,B,80,95.5,,64.1,,
LAURENS 55,"E. B. Morse Elementary, 200 Parkview Drive, Laurens, SC, 29360",E B MORSE ELEMENTARY,http://www.laurens55.k12.sc.us/site/Default.aspx?PageID=2256,3055010,ELEM,small_yellow,B,88.6,88.6,,,,
LAURENS 55,"Ford Elementary, 601 Lucas Avenue, Laurens, SC, 29360",FORD ELEMENTARY,http://www.laurens55.k12.sc.us/site/Default.aspx?PageID=2641,3055006,ELEM,small_red,F,46.8,46.8,,,,
LAURENS 55,"Waterloo Elementary, 10457 Highway 221 South, Waterloo, SC, 29384",WATERLOO ELEMENTARY,http://www.laurens55.k12.sc.us/site/Default.aspx?PageID=3011,3055014,ELEM,small_green,A,100,100,,,,
LAURENS 55,"Laurens Elementary, 301 Henry Street, Laurens, SC, 29360",LAURENS ELEMENTARY,http://www.laurens55.k12.sc.us/site/Default.aspx?PageID=421,3055011,ELEM,small_yellow,B,86.1,86.1,,,,
LAURENS 55,"Sanders Middle, 609 Green Street, Laurens, SC, 29360",SANDERS MIDDLE,http://www.laurens55.k12.sc.us/site/Default.aspx?PageID=4338,3055013,MIDD,small_green,A,91.8,,,91.8,,
LAURENS 55,"Laurens Middle, 1035 West Main Street, Laurens, SC, 29360",LAURENS MIDDLE,http://www.laurens55.k12.sc.us/site/Default.aspx?PageID=4853,3055005,MIDD,small_purple,D,68.2,,,68.2,,
LAURENS 55,"Laurens District 55 High, 5058 Highway 76 West, Laurens, SC, 29360",LAURENS DISTRICT 55 HIGH,http://www.laurens55.k12.sc.us/site/Default.aspx?PageID=838,3055004,HIGH,small_red,F,50.1,,,,,50.1
FLORENCE 3,"Lake City Elementary, 906 North Matthews Road, Lake City, SC, 29560",LAKE CITY ELEMENTARY,http://www.lce.florence3.k12.sc.us/,2103032,ELEM,small_purple,D,60.8,60.8,,,,
FLORENCE 3,"Lake City High, 652 North Matthews Road, Lake City, SC, 29560",LAKE CITY HIGH,http://www.lchs.florence3.k12.sc.us/,2103029,HIGH,small_purple,D,67,,,,,67
LAURENS 56,"Bell Street Middle, 600 Peachtree Street, Clinton, SC, 29325",BELL STREET MIDDLE,http://www.lcsd56.org/bss,3056017,MIDD,measle_turquoise,C,78.3,,,78.3,,
