School Year,Division,School,Subject Area,Pass Rate,School Code,Correct,Address
2011-2012,Scott County ,Dungannon Intermediate,Mathematics,69.12%,106,No Exact Location,"Dungannon Intermediate, Scott County , VA"
2011-2012,Stafford County ,Ferry Farm Elementary,Mathematics,69.15%,780,No Exact Location,"Ferry Farm Elementary, Stafford County , VA"
2011-2012,Loudoun County ,Stone Bridge High,Mathematics,69.16%,871,No Exact Location,"Stone Bridge High, Loudoun County , VA"
2011-2012,Virginia Beach City ,Linkhorn Park Elementary,Mathematics,69.17%,330,No Exact Location,"Linkhorn Park Elementary, Virginia Beach City , VA"
2011-2012,Hampton City ,Barron Elementary,Mathematics,69.19%,550,No Exact Location,"Barron Elementary, Hampton City , VA"
2011-2012,Northumberland County ,Northumberland Middle,Mathematics,69.21%,760,No Exact Location,"Northumberland Middle, Northumberland County , VA"
2011-2012,Henry County ,Sanville Elementary,Mathematics,69.23%,50,No Exact Location,"Sanville Elementary, Henry County , VA"
2011-2012,Pulaski County ,Dublin Elementary,Mathematics,69.37%,2010,No Exact Location,"Dublin Elementary, Pulaski County , VA"
2011-2012,Fairfax County ,Westlawn Elementary,Mathematics,69.39%,1010,No Exact Location,"Westlawn Elementary, Fairfax County , VA"
2011-2012,Scott County ,Rye Cove Intermediate,Mathematics,69.40%,50,No Exact Location,"Rye Cove Intermediate, Scott County , VA"
2011-2012,Scott County ,Twin Springs High,Mathematics,69.44%,871,No Exact Location,"Twin Springs High, Scott County , VA"
2011-2012,Stafford County ,Rocky Run Elementary,Mathematics,69.45%,50,No Exact Location,"Rocky Run Elementary, Stafford County , VA"
2011-2012,Williamsburg-James City County ,Jamestown High,Mathematics,69.46%,800,No Exact Location,"Jamestown High, Williamsburg-James City County , VA"
2011-2012,Loudoun County ,Seneca Ridge Middle,Mathematics,69.46%,50,No Exact Location,"Seneca Ridge Middle, Loudoun County , VA"
2011-2012,Fairfax County ,Coates Elementary,Mathematics,69.50%,2347,No Exact Location,"Coates Elementary, Fairfax County , VA"
2011-2012,Henrico County ,Glen Allen High,Mathematics,69.52%,30,No Exact Location,"Glen Allen High, Henrico County , VA"
2011-2012,Orange County ,Orange Elementary,Mathematics,69.57%,570,No Exact Location,"Orange Elementary, Orange County , VA"
2011-2012,Staunton City ,Thomas C. McSwain Elementary,Mathematics,69.59%,871,No Exact Location,"Thomas C. McSwain Elementary, Staunton City , VA"
2011-2012,Roanoke County ,Burlington Elementary,Mathematics,69.63%,310,No Exact Location,"Burlington Elementary, Roanoke County , VA"
2011-2012,Fairfax County ,Franconia Elementary,Mathematics,69.66%,440,No Exact Location,"Franconia Elementary, Fairfax County , VA"
2011-2012,Patrick County ,Stuart Elementary,Mathematics,69.67%,871,No Exact Location,"Stuart Elementary, Patrick County , VA"
2011-2012,Stafford County ,Anne E. Moncure Elementary,Mathematics,69.75%,1360,No Exact Location,"Anne E. Moncure Elementary, Stafford County , VA"
2011-2012,Prince William County ,Mills E. Godwin Middle,Mathematics,69.79%,500,No Exact Location,"Mills E. Godwin Middle, Prince William County , VA"
2011-2012,Isle of Wight County ,Windsor Elementary,Mathematics,69.82%,1010,No Exact Location,"Windsor Elementary, Isle of Wight County , VA"
2011-2012,Loudoun County ,Meadowland Elementary,Mathematics,69.85%,500,No Exact Location,"Meadowland Elementary, Loudoun County , VA"
2011-2012,Newport News City ,Oliver C. Greenwood Elementary,Mathematics,69.88%,570,No Exact Location,"Oliver C. Greenwood Elementary, Newport News City , VA"
2011-2012,Prince William County ,Stuart M. Beville Middle,Mathematics,69.89%,871,No Exact Location,"Stuart M. Beville Middle, Prince William County , VA"
2011-2012,Roanoke City ,Lincoln Terrace Elementary,Mathematics,69.89%,970,No Exact Location,"Lincoln Terrace Elementary, Roanoke City , VA"
2011-2012,Spotsylvania County ,Smith Station Elementary,Mathematics,69.90%,50,No Exact Location,"Smith Station Elementary, Spotsylvania County , VA"
2011-2012,Page County ,Shenandoah Elementary,Mathematics,70.00%,50,No Exact Location,"Shenandoah Elementary, Page County , VA"
2011-2012,Williamsburg-James City County ,Norge Elementary,Mathematics,70.00%,710,No Exact Location,"Norge Elementary, Williamsburg-James City County , VA"
2011-2012,Virginia Beach City ,Centerville Elementary,Mathematics,70.00%,880,No Exact Location,"Centerville Elementary, Virginia Beach City , VA"
2011-2012,Fairfax County ,Newington Forest Elementary,Mathematics,70.03%,1020,No Exact Location,"Newington Forest Elementary, Fairfax County , VA"
2011-2012,Henrico County ,R.C. Longan Elementary,Mathematics,70.04%,70,No Exact Location,"R.C. Longan Elementary, Henrico County , VA"
2011-2012,Henrico County ,Tuckahoe Middle,Mathematics,70.04%,871,No Exact Location,"Tuckahoe Middle, Henrico County , VA"
2011-2012,Portsmouth City ,Churchland Primary & Intermediate,Mathematics,70.06%,1050,No Exact Location,"Churchland Primary & Intermediate, Portsmouth City , VA"
2011-2012,Fauquier County ,W.C. Taylor Middle,Mathematics,70.08%,1010,No Exact Location,"W.C. Taylor Middle, Fauquier County , VA"
2011-2012,Loudoun County ,Creighton's Corner Elementary,Mathematics,70.08%,1190,No Exact Location,"Creighton's Corner Elementary, Loudoun County , VA"
2011-2012,Richmond City ,Linwood Holton Elementary,Mathematics,70.13%,330,No Exact Location,"Linwood Holton Elementary, Richmond City , VA"
2011-2012,York County ,Tabb High,Mathematics,70.18%,871,No Exact Location,"Tabb High, York County , VA"
2011-2012,Richmond County ,Richmond County Elementary,Mathematics,70.23%,50,No Exact Location,"Richmond County Elementary, Richmond County , VA"
2011-2012,Winchester City ,Frederick Douglass Elementary,Mathematics,70.29%,30,No Exact Location,"Frederick Douglass Elementary, Winchester City , VA"
2011-2012,King William County ,Hamilton Holmes Middle,Mathematics,70.29%,10,No Exact Location,"Hamilton Holmes Middle, King William County , VA"
2011-2012,Virginia Beach City ,Landstown Middle,Mathematics,70.32%,931,No Exact Location,"Landstown Middle, Virginia Beach City , VA"
2011-2012,Stafford County ,Conway Elementary,Mathematics,70.36%,191,No Exact Location,"Conway Elementary, Stafford County , VA"
2011-2012,Fairfax County ,Twain Middle,Mathematics,70.45%,871,No Exact Location,"Twain Middle, Fairfax County , VA"
2011-2012,Staunton City ,Shelburne Middle,Mathematics,70.46%,50,No Exact Location,"Shelburne Middle, Staunton City , VA"
2011-2012,King George County ,King George Middle,Mathematics,70.52%,690,No Exact Location,"King George Middle, King George County , VA"
2011-2012,Fauquier County ,C.M. Bradley Elementary,Mathematics,70.54%,680,No Exact Location,"C.M. Bradley Elementary, Fauquier County , VA"
2011-2012,Fauquier County ,P.B. Smith Elementary,Mathematics,70.59%,570,No Exact Location,"P.B. Smith Elementary, Fauquier County , VA"
2011-2012,Loudoun County ,Harper Park Middle,Mathematics,70.67%,10,No Exact Location,"Harper Park Middle, Loudoun County , VA"
2011-2012,Roanoke City ,Morningside Elementary,Mathematics,70.69%,500,No Exact Location,"Morningside Elementary, Roanoke City , VA"
2011-2012,Fauquier County ,Greenville Elementary,Mathematics,70.70%,10,No Exact Location,"Greenville Elementary, Fauquier County , VA"
2011-2012,Virginia Beach City ,Brookwood Elementary,Mathematics,70.72%,1790,No Exact Location,"Brookwood Elementary, Virginia Beach City , VA"
2011-2012,West Point ,West Point Middle,Mathematics,70.72%,1010,No Exact Location,"West Point Middle, West Point , VA"
2011-2012,Harrisonburg City ,Waterman Elementary,Mathematics,70.73%,1010,No Exact Location,"Waterman Elementary, Harrisonburg City , VA"
2011-2012,Fairfax County ,Laurel Hill Elementary,Mathematics,70.74%,970,No Exact Location,"Laurel Hill Elementary, Fairfax County , VA"
2011-2012,Fauquier County ,Grace Miller Elementary,Mathematics,70.74%,1031,No Exact Location,"Grace Miller Elementary, Fauquier County , VA"
2011-2012,Fairfax County ,Sandburg Middle,Mathematics,70.75%,50,No Exact Location,"Sandburg Middle, Fairfax County , VA"
2011-2012,Fauquier County ,H.M. Pearson Elementary,Mathematics,70.81%,10,No Exact Location,"H.M. Pearson Elementary, Fauquier County , VA"
2011-2012,Prince William County ,George G. Tyler Elementary,Mathematics,70.81%,30,No Exact Location,"George G. Tyler Elementary, Prince William County , VA"
2011-2012,Fairfax County ,Brookfield Elementary,Mathematics,70.82%,1790,No Exact Location,"Brookfield Elementary, Fairfax County , VA"
2011-2012,Loudoun County ,J. Michael Lunsford Middle,Mathematics,70.88%,800,No Exact Location,"J. Michael Lunsford Middle, Loudoun County , VA"
2011-2012,Fairfax County ,West Springfield High,Mathematics,70.89%,1010,No Exact Location,"West Springfield High, Fairfax County , VA"
2011-2012,Henrico County ,Douglas S. Freeman High,Mathematics,70.89%,220,No Exact Location,"Douglas S. Freeman High, Henrico County , VA"
2011-2012,Suffolk City ,Elephant's Fork Elementary,Mathematics,70.94%,106,No Exact Location,"Elephant's Fork Elementary, Suffolk City , VA"
2011-2012,Fairfax County ,Belle View Elementary,Mathematics,70.98%,560,No Exact Location,"Belle View Elementary, Fairfax County , VA"
2011-2012,Loudoun County ,Hutchison Farm Elementary,Mathematics,71.00%,600,No Exact Location,"Hutchison Farm Elementary, Loudoun County , VA"
2011-2012,Poquoson City ,Poquoson High,Mathematics,71.01%,70,No Exact Location,"Poquoson High, Poquoson City , VA"
2011-2012,Stafford County ,Hampton Oaks Elementary,Mathematics,71.07%,10,No Exact Location,"Hampton Oaks Elementary, Stafford County , VA"
2011-2012,Pulaski County ,Critzer Elementary,Mathematics,71.13%,870,No Exact Location,"Critzer Elementary, Pulaski County , VA"
2011-2012,Rockingham County ,J. Frank Hillyard Middle,Mathematics,71.19%,800,No Exact Location,"J. Frank Hillyard Middle, Rockingham County , VA"
2011-2012,Roanoke City ,Garden City Elementary,Mathematics,71.20%,30,No Exact Location,"Garden City Elementary, Roanoke City , VA"
2011-2012,Floyd County ,Willis Elementary,Mathematics,71.22%,1010,No Exact Location,"Willis Elementary, Floyd County , VA"
2011-2012,Prince William County ,Occoquan Elementary,Mathematics,71.22%,760,No Exact Location,"Occoquan Elementary, Prince William County , VA"
2011-2012,Staunton City ,Arthur R. Ware Elementary,Mathematics,71.27%,1530,No Exact Location,"Arthur R. Ware Elementary, Staunton City , VA"
2011-2012,Rockingham County ,Linville-Edom Elementary,Mathematics,71.28%,330,No Exact Location,"Linville-Edom Elementary, Rockingham County , VA"
2011-2012,Fairfax County ,Daniels Run Elementary,Mathematics,71.32%,2229,No Exact Location,"Daniels Run Elementary, Fairfax County , VA"
2011-2012,Suffolk City ,Nansemond Parkway Elementary,Mathematics,71.33%,500,No Exact Location,"Nansemond Parkway Elementary, Suffolk City , VA"
2011-2012,Henrico County ,Seven Pines Elementary,Mathematics,71.36%,50,No Exact Location,"Seven Pines Elementary, Henrico County , VA"
2011-2012,Salem City ,G.W. Carver Elementary,Mathematics,71.43%,30,No Exact Location,"G.W. Carver Elementary, Salem City , VA"
2011-2012,Hampton City ,William Mason Cooper Elementary,Mathematics,71.43%,1010,No Exact Location,"William Mason Cooper Elementary, Hampton City , VA"
2011-2012,Spotsylvania County ,Freedom Middle,Mathematics,71.46%,30,No Exact Location,"Freedom Middle, Spotsylvania County , VA"
2011-2012,Suffolk City ,Mack Benn Jr. Elementary,Mathematics,71.48%,730,No Exact Location,"Mack Benn Jr. Elementary, Suffolk City , VA"
2011-2012,Norfolk City ,Walter Herron Taylor Elementary,Mathematics,71.50%,1010,No Exact Location,"Walter Herron Taylor Elementary, Norfolk City , VA"
2011-2012,Halifax County ,Meadville Elementary,Mathematics,71.58%,500,No Exact Location,"Meadville Elementary, Halifax County , VA"
2011-2012,Stafford County ,Rockhill Elementary,Mathematics,71.58%,50,No Exact Location,"Rockhill Elementary, Stafford County , VA"
2011-2012,Portsmouth City ,Churchland Elementary,Mathematics,71.61%,1050,No Exact Location,"Churchland Elementary, Portsmouth City , VA"
2011-2012,Patrick County ,Blue Ridge Elementary,Mathematics,71.61%,720,No Exact Location,"Blue Ridge Elementary, Patrick County , VA"
2011-2012,Virginia Beach City ,Glenwood Elementary,Mathematics,71.64%,870,No Exact Location,"Glenwood Elementary, Virginia Beach City , VA"
2011-2012,Prince William County ,Coles Elementary,Mathematics,71.72%,2347,No Exact Location,"Coles Elementary, Prince William County , VA"
2011-2012,Roanoke County ,Glenvar Elementary,Mathematics,71.73%,30,No Exact Location,"Glenvar Elementary, Roanoke County , VA"
2011-2012,Smyth County ,Rich Valley Elementary,Mathematics,71.74%,50,No Exact Location,"Rich Valley Elementary, Smyth County , VA"
2011-2012,Washington County ,Glade Spring Middle,Mathematics,71.75%,30,No Exact Location,"Glade Spring Middle, Washington County , VA"
2011-2012,Loudoun County ,Loudoun Valley High,Mathematics,71.76%,9997,No Exact Location,"Loudoun Valley High, Loudoun County , VA"
2011-2012,Fairfax County ,Greenbriar East Elementary,Mathematics,71.77%,10,No Exact Location,"Greenbriar East Elementary, Fairfax County , VA"
2011-2012,Prince William County ,C.A. Sinclair Elementary,Mathematics,71.80%,680,No Exact Location,"C.A. Sinclair Elementary, Prince William County , VA"
2011-2012,Spotsylvania County ,Courthouse Road Elementary,Mathematics,71.81%,1190,No Exact Location,"Courthouse Road Elementary, Spotsylvania County , VA"
2011-2012,Stafford County ,Winding Creek Elementary,Mathematics,71.81%,1010,No Exact Location,"Winding Creek Elementary, Stafford County , VA"
2011-2012,Hanover County ,Hanover High,Mathematics,71.85%,10,No Exact Location,"Hanover High, Hanover County , VA"
2011-2012,Loudoun County ,Countryside Elementary,Mathematics,71.88%,1190,No Exact Location,"Countryside Elementary, Loudoun County , VA"
2011-2012,Prince William County ,Leesylvania Elementary,Mathematics,71.91%,970,No Exact Location,"Leesylvania Elementary, Prince William County , VA"
2011-2012,Virginia Beach City ,New Castle Elementary,Mathematics,71.94%,1020,No Exact Location,"New Castle Elementary, Virginia Beach City , VA"
2011-2012,Fairfax County ,Hollin Meadows Elementary,Mathematics,71.96%,600,No Exact Location,"Hollin Meadows Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Columbia Elementary,Mathematics,72.07%,1510,No Exact Location,"Columbia Elementary, Fairfax County , VA"
2011-2012,Gloucester County ,Botetourt Elementary,Mathematics,72.18%,2000,No Exact Location,"Botetourt Elementary, Gloucester County , VA"
2011-2012,Loudoun County ,Sycolin Creek Elementary,Mathematics,72.19%,871,No Exact Location,"Sycolin Creek Elementary, Loudoun County , VA"
2011-2012,Hanover County ,Atlee High,Mathematics,72.19%,1530,No Exact Location,"Atlee High, Hanover County , VA"
2011-2012,Suffolk City ,Hillpoint Elementary,Mathematics,72.20%,540,No Exact Location,"Hillpoint Elementary, Suffolk City , VA"
2011-2012,Williamsburg-James City County ,James River Elementary,Mathematics,72.20%,800,No Exact Location,"James River Elementary, Williamsburg-James City County , VA"
2011-2012,Hanover County ,Battlefield Park Elementary,Mathematics,72.32%,550,No Exact Location,"Battlefield Park Elementary, Hanover County , VA"
2011-2012,Nelson County ,Rockfish River Elementary,Mathematics,72.34%,50,No Exact Location,"Rockfish River Elementary, Nelson County , VA"
2011-2012,Prince William County ,John F. Pattie Sr. Elementary,Mathematics,72.42%,360,No Exact Location,"John F. Pattie Sr. Elementary, Prince William County , VA"
2011-2012,Spotsylvania County ,Berkeley Elementary,Mathematics,72.51%,720,No Exact Location,"Berkeley Elementary, Spotsylvania County , VA"
2011-2012,Virginia Beach City ,Rosemont Elementary,Mathematics,72.57%,50,No Exact Location,"Rosemont Elementary, Virginia Beach City , VA"
2011-2012,Stafford County ,Grafton Village Elementary,Mathematics,72.60%,1031,No Exact Location,"Grafton Village Elementary, Stafford County , VA"
2011-2012,Rockingham County ,Pleasant Valley Elementary,Mathematics,72.65%,70,No Exact Location,"Pleasant Valley Elementary, Rockingham County , VA"
2011-2012,Fairfax County ,Fort Belvoir Elementary,Mathematics,72.66%,440,No Exact Location,"Fort Belvoir Elementary, Fairfax County , VA"
2011-2012,Scott County ,Rye Cove High,Mathematics,72.73%,50,No Exact Location,"Rye Cove High, Scott County , VA"
2011-2012,Southampton County ,Meherrin Elementary,Mathematics,72.73%,500,No Exact Location,"Meherrin Elementary, Southampton County , VA"
2011-2012,Fluvanna County ,Fluvanna County High,Mathematics,72.76%,440,No Exact Location,"Fluvanna County High, Fluvanna County , VA"
