School Year,Division,School,Subject Area,Pass Rate,School Code,Address,Correct
2011-2012,Chesterfield County ,Bailey Bridge Middle,Mathematics,72.40%,1530,"Bailey Bridge Middle, 12501 Bailey Bridge Rd, Midlothian, VA, 23112",Exact Location
2011-2012,Charlotte County ,Bacon District Elementary,Mathematics,59.68%,1530,"Bacon District Elementary, 840 Bacon School Rd, Saxe, VA, 23967",Exact Location
2011-2012,Arlington County ,Ashlawn Elementary,Mathematics,86.70%,1530,"Ashlawn Elementary, 5950 N. 8th Road, Arlington, VA, 22205",Exact Location
2011-2012,Arlington County ,Arlington Traditional,Mathematics,93.52%,110,"Arlington Traditional, 855 N. Edison St, Arlington, VA, 22205",Exact Location
2011-2012,Arlington County ,Arlington Science Focus School,Mathematics,88.89%,110,"Arlington Science Focus School, 1501 N. Lincoln Street, Arlington, VA, 22201",Exact Location
2011-2012,Accomack County ,Arcadia High,Mathematics,34.78%,1360,"Arcadia High, PO Box 69, Oak Hall, VA, 23416",Exact Location
2011-2012,Appomattox County ,Appomattox Middle,Mathematics,63.62%,1360,"Appomattox Middle, 2020 Church St, Appomattox, VA, 24522",Exact Location
2011-2012,Appomattox County ,Appomattox Elementary,Mathematics,64.69%,1360,"Appomattox Elementary, 198 Evergreen Ave., Appomattox, VA, 24522",Exact Location
2011-2012,Appomattox County ,Appomattox County High,Mathematics,45.65%,1360,"Appomattox County High, 198 Evergreen Ave., Appomattox, VA, 24522",Exact Location
2011-2012,Amherst County ,Amherst Middle,Mathematics,64.37%,2203,"Amherst Middle, 165 Gordons Fairground Rd, Amherst, VA, 24521",Exact Location
2011-2012,Amherst County ,Amherst Elementary,Mathematics,49.08%,2203,"Amherst Elementary, 156 Davis St, Amherst, VA, 24521",Exact Location
2011-2012,Amherst County ,Amherst County High,Mathematics,44.05%,2203,"Amherst County High, 139 Lancer Lane, Amherst, VA, 24521",Exact Location
2011-2012,Amherst County ,Amelon Elementary,Mathematics,57.69%,2203,"Amelon Elementary, 132 Amer Court, Madison Heights, VA, 24572",Exact Location
2011-2012,Amelia County ,Amelia County Middle,Mathematics,61.36%,2203,"Amelia County Middle, 8740 Otterburn Road, Amelia, VA, 23002",Exact Location
2011-2012,Amelia County ,Amelia County High,Mathematics,59.54%,2203,"Amelia County High, 8500 Otterburn Rd, Amelia Court House, VA, 23002",Exact Location
2011-2012,Amelia County ,Amelia County Elementary,Mathematics,62.96%,2203,"Amelia County Elementary, 8533 N Five Forks Rd, Amelia Court House, VA, 23002",Exact Location
2011-2012,Campbell County ,Altavista High,Mathematics,61.43%,2203,"Altavista High, 904 Bedford Avenue, Altavista, VA, 24517",Exact Location
2011-2012,Campbell County ,Altavista Elementary,Mathematics,67.86%,2203,"Altavista Elementary, 1003 Lynch Mill Rd, Altavista, VA, 24517",Exact Location
2011-2012,Alleghany County ,Alleghany High,Mathematics,48.03%,2203,"Alleghany High, 210 Mountaineer Drive, Covington, VA, 24426",Exact Location
2011-2012,Chesterfield County ,Alberta Smith Elementary,Mathematics,80.53%,701,"Alberta Smith Elementary, 13200 Bailey Bridge Rd, Midlothian, VA, 23112",Exact Location
2011-2012,Albemarle County ,Albemarle High,Mathematics,70.96%,701,"Albemarle High, 2775 Hydraulic Road, Charlottesville, VA, 22901",Exact Location
2011-2012,Albemarle County ,Albemarle County Community Public Charter School,Mathematics,97.37%,701,"Albemarle County Community Public Charter School, 901 Rose Hill Drive, Charlottesville, VA, 22903",Exact Location
2011-2012,Albemarle County ,Agnor-Hurt Elementary,Mathematics,55.38%,701,"Agnor-Hurt Elementary, 3201 Berkmar Drive, Charlottesville, VA, 22901",Exact Location
2011-2012,Accomack County ,Accawmacke Elementary,Mathematics,73.85%,701,"Accawmacke Elementary, P.O. Box 389, Accomac, VA, 23301",Exact Location
2011-2012,Arlington County ,Abingdon Elementary,Mathematics,69.43%,#N/A,"Abingdon Elementary, 3035 S Abingdon St, Arlington, VA, 22206",Exact Location
2011-2012,Gloucester County ,Abingdon Elementary,Mathematics,73.53%,#N/A,"Abingdon Elementary, 3035 S Abingdon St, Arlington, VA, 22206",Exact Location
2011-2012,Washington County ,Abingdon Elementary,Mathematics,74.57%,#N/A,"Abingdon Elementary, 3035 S Abingdon St, Arlington, VA, 22206",Exact Location
2011-2012,Chesterfield County ,A.M. Davis Elementary,Mathematics,63.97%,#N/A,"A.M. Davis Elementary, 415 S Providence Rd, Richmond, VA, 23236",Exact Location
2011-2012,Culpeper County ,A.G. Richardson Elementary,Mathematics,68.25%,#N/A,"A.G. Richardson Elementary, 18370 Simms Dr, Culpeper, VA, 22701",Exact Location
2011-2012,Richmond City ,Patrick Henry School Of Science And Arts,Mathematics,48.21%,70,0,Exact Location
2011-2012,Richmond City ,Miles Jones Elementary,Mathematics,46.79%,500,0,Exact Location
2011-2012,Richmond City ,Linwood Holton Elementary,Mathematics,70.13%,330,0,Exact Location
2011-2012,Richmond City ,Lucille M. Brown Middle,Mathematics,49.65%,9997,0,Exact Location
2011-2012,Fairfax County ,Laurel Hill Elementary,Mathematics,70.74%,970,0,Exact Location
2011-2012,Fairfax County ,Coates Elementary,Mathematics,69.50%,2347,0,Exact Location
2011-2012,Fairfax County ,Eagle View Elementary,Mathematics,79.62%,106,0,Exact Location
2011-2012,Fairfax County ,Powell Elementary,Mathematics,83.63%,70,0,Exact Location
2011-2012,Fairfax County ,Lorton Station Elementary,Mathematics,79.57%,9997,0,Exact Location
2011-2012,Fairfax County ,Island Creek Elementary,Mathematics,74.50%,800,0,Exact Location
2011-2012,Fairfax County ,Colvin Run Elementary,Mathematics,89.85%,2234,0,Exact Location
2011-2012,Fairfax County ,Liberty Middle,Mathematics,85.63%,970,0,Exact Location
2011-2012,Hanover County ,Liberty Middle,Mathematics,77.72%,970,0,Exact Location
2011-2012,Fairfax County ,McNair Elementary,Mathematics,87.94%,500,0,Exact Location
2011-2012,Fairfax County ,Daniels Run Elementary,Mathematics,71.32%,2229,0,Exact Location
2011-2012,Fairfax County ,Westfield High,Mathematics,69.12%,1010,0,Exact Location
2011-2012,Fairfax County ,Bull Run Elementary,Mathematics,83.01%,2225,0,Exact Location
2011-2012,Fairfax County ,Fort Belvoir Elementary,Mathematics,72.66%,440,0,Exact Location
2011-2012,Fairfax County ,Carson Middle,Mathematics,94.03%,2222,0,Exact Location
2011-2012,Fairfax County ,Mountain View Alternative High,Mathematics,79.69%,500,0,Exact Location
2011-2012,Fairfax County ,Halley Elementary,Mathematics,73.16%,10,0,Exact Location
2011-2012,Fairfax County ,Lane Elementary,Mathematics,73.79%,931,0,Exact Location
2011-2012,Fairfax County ,Centreville Elementary,Mathematics,81.08%,2205,0,Exact Location
2011-2012,Fairfax County ,Deer Park Elementary,Mathematics,68.16%,2204,0,Exact Location
2011-2012,Newport News City ,Deer Park Elementary,Mathematics,77.42%,2204,0,Exact Location
2011-2012,Fairfax County ,Aldrin Elementary,Mathematics,68.92%,2203,0,Exact Location
2011-2012,Fairfax County ,Bryant Alternative High,Mathematics,41.67%,2201,0,Exact Location
2011-2012,Fairfax County ,Waples Mill Elementary,Mathematics,83.82%,1010,0,Exact Location
2011-2012,Fairfax County ,Centre Ridge Elementary,Mathematics,73.43%,2090,0,Exact Location
2011-2012,Fairfax County ,Poplar Tree Elementary,Mathematics,84.43%,70,0,Exact Location
2011-2012,Fairfax County ,Stone Middle,Mathematics,74.68%,871,0,Exact Location
2011-2012,Fairfax County ,Willow Springs Elementary,Mathematics,89.84%,1010,0,Exact Location
2011-2012,Fairfax County ,Virginia Run Elementary,Mathematics,80.50%,1010,0,Exact Location
2011-2012,Fairfax County ,Saratoga Elementary,Mathematics,58.79%,50,0,Exact Location
2011-2012,Fairfax County ,Sangster Elementary,Mathematics,87.35%,50,0,Exact Location
2011-2012,Fairfax County ,Crossfield Elementary,Mathematics,83.26%,2020,0,Exact Location
2011-2012,Fairfax County ,Dranesville Elementary,Mathematics,64.60%,2010,0,Exact Location
2011-2012,Fairfax County ,Bonnie Brae Elementary,Mathematics,73.99%,2000,0,Exact Location
2011-2012,Fairfax County ,South Lakes High,Mathematics,60.94%,50,0,Exact Location
2011-2012,Fairfax County ,Hutchison Elementary,Mathematics,57.89%,600,0,Exact Location
2011-2012,Fairfax County ,Laurel Ridge Elementary,Mathematics,85.47%,970,0,Exact Location
2011-2012,Fairfax County ,Robinson Secondary,Mathematics,75.61%,50,0,Exact Location
2011-2012,Fairfax County ,Hunters Woods Elementary School for the Arts and Sciences,Mathematics,90.53%,600,0,Exact Location
2011-2012,Fairfax County ,Fort Hunt Elementary,Mathematics,65.74%,440,0,Exact Location
2011-2012,Fairfax County ,Key Center School,Mathematics,90.38%,690,0,Exact Location
2011-2012,Fairfax County ,Key Middle,Mathematics,79.95%,690,0,Exact Location
2011-2012,Fairfax County ,Kings Glen Elementary,Mathematics,86.54%,420,0,Exact Location
2011-2012,Fairfax County ,Hunt Valley Elementary,Mathematics,87.39%,600,0,Exact Location
2011-2012,Fairfax County ,Clermont Elementary,Mathematics,82.88%,1870,0,Exact Location
2011-2012,Fairfax County ,Oak View Elementary,Mathematics,80.71%,760,0,Exact Location
2011-2012,Pittsylvania County ,Twin Springs Elementary,Mathematics,66.76%,871,0,Exact Location
2011-2012,Fairfax County ,Lees Corner Elementary,Mathematics,84.41%,970,0,Exact Location
2011-2012,Fairfax County ,Greenbriar East Elementary,Mathematics,71.77%,10,0,Exact Location
2011-2012,Fairfax County ,London Towne Elementary,Mathematics,83.83%,9997,0,Exact Location
2011-2012,Fairfax County ,Riverside Elementary,Mathematics,65.68%,50,0,Exact Location
2011-2012,Newport News City ,Riverside Elementary,Mathematics,67.58%,50,0,Exact Location
2011-2012,Fairfax County ,Wolftrap Elementary,Mathematics,94.48%,220,0,Exact Location
2011-2012,Fairfax County ,Hayfield Secondary,Mathematics,57.17%,10,0,Exact Location
2011-2012,Fairfax County ,Brookfield Elementary,Mathematics,70.82%,1790,0,Exact Location
2011-2012,Fairfax County ,Rolling Valley Elementary,Mathematics,72.94%,50,0,Exact Location
2011-2012,Portsmouth City ,Victory Elementary,Mathematics,76.26%,1010,0,Exact Location
2011-2012,Prince William County ,Victory Elementary,Mathematics,83.23%,1010,0,Exact Location
2011-2012,Fairfax County ,Kilmer Center,Mathematics,96.00%,690,0,Exact Location
2011-2012,Fairfax County ,Kilmer Middle,Mathematics,92.77%,690,0,Exact Location
2011-2012,Pittsylvania County ,Mount Airy Elementary,Mathematics,80.85%,500,0,Exact Location
2011-2012,Fairfax County ,Hayfield Elementary,Mathematics,81.04%,10,0,Exact Location
2011-2012,Pittsylvania County ,Union Hall Elementary,Mathematics,74.04%,871,0,Exact Location
2011-2012,Fairfax County ,Beech Tree Elementary,Mathematics,65.00%,1730,0,Exact Location
2011-2012,Pittsylvania County ,Tunstall High,Mathematics,74.96%,871,0,Exact Location
2011-2012,Pittsylvania County ,Chatham High,Mathematics,54.67%,2445,0,Exact Location
2011-2012,Fairfax County ,Oakton High,Mathematics,73.10%,760,0,Exact Location
2011-2012,Pittsylvania County ,Stony Mill Elementary,Mathematics,46.19%,871,0,Exact Location
2011-2012,Richmond City ,J.L. Francis Elementary,Mathematics,49.28%,800,0,Exact Location
2011-2012,Fairfax County ,Cunningham Park Elementary,Mathematics,84.86%,1700,0,Exact Location
2011-2012,Pittsylvania County ,Gretna High,Mathematics,35.26%,10,0,Exact Location
2011-2012,Fairfax County ,Cardinal Forest Elementary,Mathematics,78.20%,1690,0,Exact Location
2011-2012,Pittsylvania County ,Kentuck Elementary,Mathematics,53.17%,690,0,Exact Location
2011-2012,Fairfax County ,Silverbrook Elementary,Mathematics,76.73%,50,0,Exact Location
2011-2012,Pittsylvania County ,Dan River High,Mathematics,60.46%,1700,0,Exact Location
2011-2012,Fairfax County ,Westgate Elementary,Mathematics,90.51%,1010,0,Exact Location
2011-2012,Fairfax County ,Shrevewood Elementary,Mathematics,81.76%,50,0,Exact Location
2011-2012,Pittsylvania County ,Chatham Middle,Mathematics,58.80%,2445,0,Exact Location
2011-2012,Portsmouth City ,Woodrow Wilson High,Mathematics,38.71%,220,0,Exact Location
2011-2012,Fairfax County ,Olde Creek Elementary,Mathematics,83.54%,570,0,Exact Location
2011-2012,Fairfax County ,Mount Vernon Woods Elementary,Mathematics,59.62%,500,0,Exact Location
2011-2012,Richmond City ,J.B. Fisher Elementary,Mathematics,56.86%,800,0,Exact Location
2011-2012,Fairfax County ,Fairhill Elementary,Mathematics,78.50%,780,0,Exact Location
2011-2012,Portsmouth City ,Hodges Manor Elementary,Mathematics,77.70%,540,0,Exact Location
2011-2012,Richmond City ,Fred D. Thompson Middle,Mathematics,39.92%,30,0,Exact Location
2011-2012,Fairfax County ,Spring Hill Elementary,Mathematics,92.98%,8888,0,Exact Location
2011-2012,Fairfax County ,West Springfield High,Mathematics,70.89%,1010,0,Exact Location
2011-2012,Fairfax County ,Cub Run Elementary,Mathematics,73.48%,1600,0,Exact Location
2011-2012,Rockingham County ,Cub Run Elementary,Mathematics,54.45%,1600,0,Exact Location
2011-2012,Fairfax County ,Canterbury Woods Elementary,Mathematics,92.12%,1590,0,Exact Location
2011-2012,Fairfax County ,Westbriar Elementary,Mathematics,95.28%,1010,0,Exact Location
2011-2012,Fairfax County ,Lake Anne Elementary,Mathematics,77.04%,580,0,Exact Location
2011-2012,Halifax County ,Clays Mill Elementary,Mathematics,63.33%,1050,0,Exact Location
2011-2012,Fairfax County ,Whitman Middle,Mathematics,59.96%,1010,0,Exact Location
2011-2012,Halifax County ,Meadville Elementary,Mathematics,71.58%,500,0,Exact Location
2011-2012,Fairfax County ,Union Mill Elementary,Mathematics,82.19%,1010,0,Exact Location
2011-2012,Fairfax County ,Armstrong Elementary,Mathematics,79.23%,1530,0,Exact Location
2011-2012,Hampton City ,Armstrong Elementary,Mathematics,87.50%,1530,0,Exact Location
2011-2012,Fairfax County ,Holmes Middle,Mathematics,82.60%,600,0,Exact Location
2011-2012,Halifax County ,Sinai Elementary,Mathematics,55.93%,50,0,Exact Location
2011-2012,Fairfax County ,Columbia Elementary,Mathematics,72.07%,1510,0,Exact Location
2011-2012,Halifax County ,Scottsburg Elementary,Mathematics,73.64%,50,0,Exact Location
2011-2012,Richmond City ,Huguenot High,Mathematics,27.04%,600,0,Exact Location
2011-2012,Fairfax County ,Greenbriar West Elementary,Mathematics,91.76%,10,0,Exact Location
2011-2012,Halifax County ,Sydnor Jennings Elementary,Mathematics,58.26%,871,0,Exact Location
2011-2012,Fairfax County ,Fairfax Villa Elementary,Mathematics,79.17%,106,0,Exact Location
2011-2012,Halifax County ,Halifax County Middle,Mathematics,53.17%,10,0,Exact Location
2011-2012,Richmond City ,Southampton Elementary,Mathematics,67.61%,50,0,Exact Location
2011-2012,Richmond City ,G.H. Reid Elementary,Mathematics,51.45%,30,0,Exact Location
2011-2012,Fairfax County ,Langley High,Mathematics,86.40%,931,0,Exact Location
2011-2012,Fairfax County ,Forestdale Elementary,Mathematics,44.03%,440,0,Exact Location
2011-2012,Fairfax County ,Kings Park Elementary,Mathematics,62.42%,420,0,Exact Location
2011-2012,Lexington City ,Lylburn Downing Middle,Mathematics,80.54%,460,0,Exact Location
2011-2012,Richmond City ,E.S.H. Greene Elementary,Mathematics,66.67%,106,0,Exact Location
2011-2012,Fairfax County ,West Springfield Elementary,Mathematics,90.50%,1010,0,Exact Location
2011-2012,Fairfax County ,Hybla Valley Elementary,Mathematics,63.50%,600,0,Exact Location
2011-2012,Fairfax County ,Frost Middle,Mathematics,91.12%,30,0,Exact Location
2011-2012,Newport News City ,General Stanford Elementary,Mathematics,65.94%,30,0,Exact Location
2011-2012,Newport News City ,Achievable Dream Academy,Mathematics,53.43%,701,0,Exact Location
2011-2012,Fairfax County ,Little Run Elementary,Mathematics,77.60%,330,0,Exact Location
2011-2012,Newport News City ,Mary Passage Middle,Mathematics,46.44%,500,0,Exact Location
2011-2012,Portsmouth City ,James Hurst Elementary,Mathematics,60.33%,800,0,Exact Location
2011-2012,Richmond City ,Elizabeth D. Redd Elementary,Mathematics,54.65%,106,0,Exact Location
2011-2012,Newport News City ,Woodside High,Mathematics,45.35%,220,0,Exact Location
2011-2012,Newport News City ,Crittenden Middle,Mathematics,57.93%,870,0,Exact Location
2011-2012,Fairfax County ,Mosby Woods Elementary,Mathematics,86.40%,500,0,Exact Location
2011-2012,Lexington City ,Harrington Waddell Elementary,Mathematics,79.14%,10,0,Exact Location
2011-2012,Fairfax County ,Stenwood Elementary,Mathematics,82.33%,871,0,Exact Location
2011-2012,Franklin County ,Rocky Mount Elementary,Mathematics,73.49%,50,0,Exact Location
2011-2012,Fairfax County ,Thomas Jefferson High for Science and Technology,Mathematics,100.00%,871,0,Exact Location
2011-2012,Franklin County ,Boones Mill Elementary,Mathematics,83.53%,2000,0,Exact Location
2011-2012,Fairfax County ,Annandale Terrace Elementary,Mathematics,48.06%,1360,0,Exact Location
2011-2012,Franklin County ,Ferrum Elementary,Mathematics,68.18%,780,0,Exact Location
2011-2012,Fairfax County ,Stratford Landing Elementary,Mathematics,85.92%,871,0,Exact Location
2011-2012,Fairfax County ,Hollin Meadows Elementary,Mathematics,71.96%,600,0,Exact Location
2011-2012,Fairfax County ,Washington Mill Elementary,Mathematics,66.35%,1010,0,Exact Location
2011-2012,Franklin County ,Burnt Chimney Elementary,Mathematics,87.58%,310,0,Exact Location
2011-2012,Fairfax County ,Ravensworth Elementary,Mathematics,74.92%,70,0,Exact Location
2011-2012,Fairfax County ,Sandburg Middle,Mathematics,70.75%,50,0,Exact Location
2011-2012,Fairfax County ,Marshall High,Mathematics,78.84%,500,0,Exact Location
2011-2012,Newport News City ,Kiln Creek Elementary,Mathematics,74.05%,690,0,Exact Location
2011-2012,Fairfax County ,Edison High,Mathematics,53.52%,106,0,Exact Location
2011-2012,Newport News City ,Homer L. Hines Middle,Mathematics,65.28%,600,0,Exact Location
2011-2012,Fairfax County ,Woodson High,Mathematics,79.88%,220,0,Exact Location
2011-2012,Newport News City ,Ethel M. Gildersleeve Middle,Mathematics,73.31%,106,0,Exact Location
2011-2012,Fairfax County ,Herndon Elementary,Mathematics,60.10%,540,0,Exact Location
2011-2012,Fairfax County ,Keene Mill Elementary,Mathematics,92.81%,360,0,Exact Location
2011-2012,Newport News City ,Horace H. Epes Elementary,Mathematics,40.70%,600,0,Exact Location
2011-2012,Newport News City ,Richneck Elementary,Mathematics,58.68%,50,0,Exact Location
2011-2012,Newport News City ,Menchville High,Mathematics,44.48%,500,0,Exact Location
2011-2012,Fairfax County ,Mantua Elementary,Mathematics,86.51%,500,0,Exact Location
2011-2012,Newport News City ,Hidenwood Elementary,Mathematics,55.19%,540,0,Exact Location
