Mailing Address,District Name,School Name,2011-2012 Rating,Performance Indicators,Marker_Type,Performance Index,4-Year Graduation Rate,5-Year Graduation Rate,Value-Added: All Students,Value-Added: Gifted Students,Value-Added: Lowest 20% in Achievement,Value-Added: Students with Disabilities,Annual Measurable Objectives,District IRN,School IRN,2011 PI Score,School IRN,School IRN
"Hicksville School Elem, 958 E High St, Hicksville, OH, 43526",Hicksville Exempted Village,Hicksville Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,A,A,045419,016030,101.3303438,016030,16030
"Hicksville High School High, 958 E High St, Hicksville, OH, 43526",Hicksville Exempted Village,Hicksville High School,Excellent,A,small_green,B,A,A,C,C,B,F,B,045419,016048,102.2318841,016048,16048
"Tinora Elem, 5751 Domersville Rd, Defiance, OH, 43512",Northeastern Local,Tinora Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,C,046722,139204,102.3882682,139204,139204
"Tinora High, 5921 Domersville Rd, Defiance, OH, 43512",Northeastern Local,Tinora High School,Excellent,A,small_green,B,B,B,-,-,-,-,A,046722,037275,109.5277778,037275,37275
"Tinora Jr High, 5921 Domersville Rd, Defiance, OH, 43512",Northeastern Local,Tinora Junior High School,Excellent,A,small_green,B,-,-,B,C,A,A,A,046722,064139,99.31192661,064139,64139
"Big Walnut Elem, 940 S Old 3c Rd, Sunbury, OH, 43074",Big Walnut Local,Big Walnut Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,-,C,B,A,046748,036483,104.573055,036483,36483
"Big Walnut Middle, PO Box 5002, Sunbury, OH, 43074",Big Walnut Local,Big Walnut Middle School,Effective,A,small_green,B,-,-,F,-,B,C,B,046748,043265,101.6666667,043265,43265
"GRE Elem, 301 S. Miller Drive, Sunbury, OH, 43074",Big Walnut Local,General Rosecrans Elementary,Excellent with Distinction,A,small_green,B,-,-,A,-,A,A,C,046748,012103,97.91593695,012103,12103
"Hylen Souders Elem, 4121 Miller Paul Rd, Galena, OH, 43021",Big Walnut Local,Hylen Souders Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,-,B,A,B,046748,066456,104.8621554,066456,66456
"Buckeye Valley East Elem, PO Box 356, Ashley, OH, 43003",Buckeye Valley Local,Buckeye Valley East Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,-,C,A,A,046755,001107,94.68131868,001107,1107
"Buckeye Valley Local High, 901 Coover Rd, Delaware, OH, 43015",Buckeye Valley Local,Buckeye Valley Local High School,Excellent,A,small_green,B,B,B,-,-,-,-,A,046755,004143,104.627907,004143,4143
"Buckeye Valley Local Middle, 683 Coover Rd, Delaware, OH, 43015",Buckeye Valley Local,Buckeye Valley Local Middle School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,C,D,046755,125245,99.21535893,125245,125245
"Buckeye Valley North Elem, 4230 State Route 203, Radnor, OH, 43066",Buckeye Valley Local,Buckeye Valley North Elementary Schoola,Excellent with Distinction,A,small_green,B,-,-,A,-,-,-,A,046755,031005,103.148688,031005,31005
"David Smith Elem, 355 N Liberty St, Delaware, OH, 43015",Delaware City,David Smith Elementary School,Excellent,A,small_green,B,-,-,C,C,C,D,A,043877,008151,105.3716216,008151,8151
"Ervin Carlisle Elem, 746 St Rt 37 W, Delaware, OH, 43015",Delaware City,Ervin Carlisle Elementary School,Excellent,A,small_green,B,-,-,C,C,D,C,B,043877,010686,101.8246445,010686,10686
"Frank B Willis Intermediate Mi, 74 W William St, Delaware, OH, 43015",Delaware City,Frank B Willis Intermediate Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,C,C,043877,012070,99.11418331,012070,12070
"James Conger Elem, 10 Channing St, Delaware, OH, 43015",Delaware City,James Conger Elementary School,Excellent,A,small_green,B,-,-,D,C,C,C,F,043877,017822,97.84023669,017822,17822
"John C Dempsey Middle, 599 Pennsylvania Ave, Delaware, OH, 43015",Delaware City,John C Dempsey Middle School,Excellent,A,small_green,B,-,-,C,D,C,B,F,043877,138065,100.6316411,138065,138065
"Robert F Schultz Elem, 499 Applegate Ln, Delaware, OH, 43015",Delaware City,Robert F Schultz Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,B,C,A,043877,122093,105.6632653,122093,122093
"Rutherford B Hayes High, 289 Euclid Ave,  Delaware, OH, 43015",Delaware City,Rutherford B Hayes High School,Excellent,A,small_green,B,B,C,-,-,-,-,C,043877,033084,99.1686747,033084,33084
"Alum Creek Elem, 2515 Parklawn Dr, Lewis Center, OH, 43035",Olentangy Local,Alum Creek Elementary School,Excellent,A,small_green,B,-,-,F,F,C,F,D,046763,123141,105.3166227,123141,123141
"Arrowhead Elem, 2385 Hollenback Rd, Lewis Center, OH, 43035",Olentangy Local,Arrowhead Elementary School,Excellent,A,small_green,B,-,-,C,D,D,D,F,046763,132233,102.9780034,132233,132233
"Berkshire Middle, 2869 S. Three B's & K Road, Galena, OH, 43021",Olentangy Local,Berkshire Middle School,Excellent,A,small_green,B,-,-,C,C,D,C,-,046763,010166,#N/A,010166,10166
"Cheshire Elem, 2681 Gregory Rd, Delaware, OH, 43015",Olentangy Local,Cheshire Elementary,Excellent with Distinction,A,small_green,B,-,-,A,A,C,B,A,046763,010163,105.3614458,010163,10163
"Freedom Trail Elem, 6743 Bale Kenyon Rd, Lewis, OH, 43035",Olentangy Local,Freedom Trail Elementary,Excellent with Distinction,A,small_green,B,-,-,A,A,B,A,A,046763,010162,106.1549498,010162,10162
"Glen Oak Elementary School Ele, 7300 Blue Holly Dr, Lewis Center, OH, 43035",Olentangy Local,Glen Oak Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,B,C,046763,000892,101.4220183,000892,892
"Hyatts Middle School Middle, 6885 Sawmill Parkway, Powell, OH, 43065",Olentangy Local,Hyatts Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,B,B,046763,009077,105.5302096,009077,9077
"Indian Springs Elementary Elem, 3828 Home Rd, Powell, OH, 43065",Olentangy Local,Indian Springs Elementary,Excellent,A,small_green,B,-,-,F,F,-,F,A,046763,146878,105.9471366,146878,146878
"Liberty Tree Elementary Elem, 6877 Sawmill Parkway, Powell, OH, 43065",Olentangy Local,Liberty Tree Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,C,046763,009078,106.5465839,009078,9078
"Oak Creek Elem, 1256 Westwood Dr, Lewis Center, OH, 43035",Olentangy Local,Oak Creek Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,C,B,046763,139360,103.1284916,139360,139360
"Olentangy Liberty Middle, 7940 Liberty Rd N, Powell, OH, 43065",Olentangy Local,Olentangy Liberty Middle School,Excellent,A,small_green,B,-,-,C,C,C,C,D,046763,140988,106.9865229,140988,140988
"Olentangy Meadows Elem, 8950 Emerald Hill Drive, Lewis, OH, 43035",Olentangy Local,Olentangy Meadows Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,C,046763,008162,105.0488145,008162,8162
"Orange Middle School Middle, 2680 E Orange Rd, Lewis Center, OH, 43035",Olentangy Local,Olentangy Orange Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,B,046763,146860,104.6177847,146860,146860
"Olentangy Shanahan Middle, 814 Shanahan Rd, Lewis Center, OH, 43035",Olentangy Local,Olentangy Shanahan Middle School,Excellent,A,small_green,B,-,-,C,D,C,C,B,046763,043281,106.4179104,043281,43281
"Edison Elem, 140 Main St S, Milan, OH, 44846",Edison Local (formerly Berlin-Milan),Edison Elementary School (formerly Milan Elem),Excellent,A,small_green,B,-,-,-,-,-,-,B,046789,024679,96.76818951,024679,24679
"Edison High, 2603 State Route 113 E, Milan, OH, 44846",Edison Local (formerly Berlin-Milan),Edison High School,Excellent,A,small_green,B,A,A,-,-,-,-,B,046789,010041,105.2727273,010041,10041
"Huron High, 710 Cleveland Rd W, Huron, OH, 44839",Huron City Schools,Huron High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,044131,017194,106.5035971,017194,17194
"McCormick Jr High, 325 Ohio St, Huron, OH, 44839",Huron City Schools,McCormick Junior High,Effective,A,small_green,B,-,-,F,D,C,C,A,044131,023473,103.3383459,023473,23473
"Woodlands Elem, 1810 Maple Ave, Huron, OH, 44839",Huron City Schools,Woodlands Intermediate School,Excellent with Distinction,A,small_green,B,-,-,A,C,B,B,F,044131,064287,101.1810155,064287,64287
"Margaretta High, 209 Lowell St, Castalia, OH, 44824",Margaretta Local,Margaretta High School,Excellent,A,small_green,B,A,A,D,C,F,C,B,046805,022764,96.90082645,022764,22764
"Perkins High, 3714 Campbell St, Sandusky, OH, 44870",Perkins Local,Perkins High School,Excellent,A,small_green,B,B,A,-,-,-,-,D,046813,029637,102.1970443,029637,29637
"Vermilion Elementary Elem, 935 Decatur St, Vermilion, OH, 44089",Vermilion Local,Vermilion Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,D,046821,035139,101.8213058,035139,35139
"Vermilion High, 1250 Sanford St, Vermilion, OH, 44089",Vermilion Local,Vermilion High School,Effective,A,small_green,B,B,B,F,F,D,F,C,046821,038349,98.20039552,038349,38349
"Amanda-Clearcreek High, 328 E Main St, Amanda, OH, 43102",Amanda-Clearcreek Local,Amanda-Clearcreek High School,Excellent,A,small_green,B,A,C,-,-,-,-,B,046847,000562,97.43884892,000562,562
"Amanda-Clearcreek Middle, 328 E Main St, Amanda, OH, 43102",Amanda-Clearcreek Local,Amanda-Clearcreek Middle School,Excellent,A,small_green,B,-,-,B,C,C,C,D,046847,122069,96.6817667,122069,122069
"Berne Union Elem, 506 N Main St, Sugar Grove, OH, 43155",Berne Union Local,Berne Union Elementary School,Excellent,A,small_green,B,-,-,B,-,-,C,B,046854,002493,106.0526316,002493,2493
"Berne Union High, 506 N Main St, Sugar Grove, OH, 43155",Berne Union Local,Berne Union High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,046854,002501,105.4210526,002501,2501
"Intermediate Elem, PO Box 208, Lithopolis, OH, 43136",Bloom-Carroll Local,Bloom Carroll Intermediate School,Excellent,A,small_green,B,-,-,C,D,C,C,C,046862,002857,101.5,002857,2857
"Bloom-Carroll High, 5240 Plum Road NW, Carroll, OH, 43112",Bloom-Carroll Local,Bloom-Carroll High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,046862,004994,105.3823529,004994,4994
"Bloom-Carroll Middle, 69 S Beaver Street, Carroll, OH, 43112",Bloom-Carroll Local,Bloom-Carroll Middle School,Excellent,A,small_green,B,-,-,B,D,C,C,C,046862,067926,104.9126638,067926,67926
"Bremen Elem, 210 Strayer Ave, Bremen, OH, 43107",Fairfield Union Local,Bremen Elementary School,Excellent,A,small_green,B,-,-,F,C,D,D,D,046870,011064,104.8496241,011064,11064
"Fairfield Union High, 6675 Cincinnati Zanesville Rd, Lancaster, OH, 43130",Fairfield Union Local,Fairfield Union High School,Excellent,A,small_green,B,A,B,-,-,-,-,C,046870,011072,103.8787879,011072,11072
"Rushville Middle School Middle, 6409 Cincinnati Zanesville Rd, Lancaster, OH, 43130",Fairfield Union Local,Fairfield Union Rushville Middle School,Effective,A,small_green,B,-,-,C,C,B,C,C,046870,067991,98.74055416,067991,67991
"Pleasantville Elem, 300 W. Columbus Street, Pleasantville, OH, 43148",Fairfield Union Local,Pleasantville Elementary School,Excellent,A,small_green,B,-,-,F,C,C,-,D,046870,030395,104.3831169,030395,30395
"Cedar Heights Elem, 1515 Cedar Hill Rd, Lancaster, OH, 43130",Lancaster City,Cedar Heights Elementary School,Excellent,A,small_green,B,-,-,B,C,C,C,A,044206,005132,94.33962264,005132,5132
"General Sherman Jr High, 701 Union St, Lancaster, OH, 43130",Lancaster City,General Sherman Junior High School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,B,C,044206,061630,100.521262,061630,61630
"Lancaster Campus High, 1312 Granville Pike, Lancaster, OH, 43130",Lancaster City,Lancaster High School,Excellent,A,small_green,B,C,C,-,-,-,-,C,044206,019752,105.1966292,019752,19752
"Sanderson Elem, 1450 Marietta Rd NE, Lancaster, OH, 43130",Lancaster City,Sanderson Elementary School,Excellent,A,small_green,B,-,-,B,B,C,C,B,044206,033522,98.12688822,033522,33522
"Thomas Ewing Jr High, 825 E Fair Ave, Lancaster, OH, 43130",Lancaster City,Thomas Ewing Junior High School,Excellent,A,small_green,B,-,-,B,B,B,B,D,044206,061655,96.38089005,061655,61655
"Liberty Union High, 500 W Washington St, Baltimore, OH, 43105",Liberty Union-Thurston Local,Liberty Union High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,046888,020420,102.7522936,020420,20420
"Liberty Union Middle, 994 S Main St, Baltimore, OH, 43105",Liberty Union-Thurston Local,Liberty Union Middle School,Effective,A,small_green,B,-,-,C,C,C,D,F,046888,068452,100.0489596,068452,68452
"Diley Middle, 750 Preston Trails Dr, Pickerington, OH, 43147",Pickerington Local,Diley Middle School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,A,C,046896,138966,101.1374046,138966,138966
"Fairfield Elem, 13000 Coventry Ave, Pickerington, OH, 43147",Pickerington Local,Fairfield Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,C,A,046896,086579,104.1216216,086579,86579
"Harmon Middle, 12410 Harmon Rd, Pickerington, OH, 43147",Pickerington Local,Harmon Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,C,B,046896,138958,101.6460905,138958,138958
"Heritage Elem, 100 N East St, Pickerington, OH, 43147",Pickerington Local,Heritage Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,F,046896,142638,103.6486486,142638,142638
"Pickerington Elem, 775 Long Rd, Pickerington, OH, 43147",Pickerington Local,Pickerington Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,D,046896,029868,100.8291457,029868,29868
"Pickerington Central High, 300 Opportunity Way, Pickerington, OH, 43147",Pickerington Local,Pickerington High School Central,Excellent,A,small_green,B,B,C,-,-,-,-,B,046896,029876,102.3645833,029876,29876
"Pickerington HS North High, 7800 Refugee Rd, Pickerington, OH, 43147",Pickerington Local,Pickerington High School North,Excellent,A,small_green,B,B,B,-,-,-,-,D,046896,145086,108.2544379,145086,145086
"Lakeview Junior High Jr High, 12445 Ault Rd, Pickerington, OH, 43147",Pickerington Local,Pickerington Lakeview Junior High,Excellent,A,small_green,B,-,-,D,D,F,D,D,046896,145078,101.0335324,145078,145078
"Pickerington Ridgeview Jr High, 130 Hill Rd S, Pickerington, OH, 43147",Pickerington Local,Pickerington Ridgeview Junior High School,Excellent,A,small_green,B,-,-,F,F,B,C,C,046896,112581,99.55180723,112581,112581
"Sycamore Creek Elementary Elem, 500 Sycamore Creek St, Pickerington, OH, 43147",Pickerington Local,Sycamore Creek Elementary School ,Excellent,A,small_green,B,-,-,C,C,B,A,A,046896,011368,101.2777778,011368,11368
"Toll Gate Middle School Middle, 12089 Tollgate Rd, Pickerington, OH, 43147",Pickerington Local,Toll Gate Middle School ,Excellent,A,small_green,B,-,-,B,C,C,C,C,046896,011369,104.308653,011369,11369
"Tussing Elem, 7117 Tussing Rd, Reynoldsburg, OH, 43068",Pickerington Local,Tussing Elementary School,Excellent,A,small_green,B,-,-,D,D,D,B,D,046896,123307,99.54459203,123307,123307
"Violet Elem, 8855 Education Dr, Pickerington, OH, 43147",Pickerington Local,Violet Elementary School,Excellent,A,small_green,B,-,-,B,A,C,D,A,046896,065433,107.6666667,065433,65433
"Miami Trace High, 3722 State Route 41 NW, Washington Court, OH, 43160",Miami Trace Local,Miami Trace High School,Excellent,A,small_green,B,A,B,-,-,-,-,B,046920,024414,103.0681818,024414,24414
"Miami Trace Middle, 3800 State Route 41 NW, Washington Court, OH, 43160",Miami Trace Local,Miami Trace Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,A,B,046920,002964,99.24512987,002964,2964
"Bexley Middle, 300 S Cassingham Rd, Bexley, OH, 43209",Bexley City,Bexley Middle School,Excellent,A,small_green,B,-,-,B,B,B,C,F,043620,070201,103.9870968,070201,70201
"Cassingham Elem, 250 S Cassingham Rd, Bexley, OH, 43209",Bexley City,Cassingham Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,-,C,A,043620,005082,107.1923077,005082,5082
"Montrose Elem, 2555 E Main St, Bexley, OH, 43209",Bexley City,Montrose Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,A,D,043620,025445,102.205029,025445,25445
"Canal Winchester High, 300 Washington St, Canal Winchester, OH, 43110",Canal Winchester Local,Canal Winchester High School,Excellent,A,small_green,B,A,B,-,-,-,-,C,046946,004770,104.294032,004770,4770
"Canal Winchester Middle, 100 Washington St, Canal Winchester, OH, 43110",Canal Winchester Local,Canal Winchester Middle School,Excellent,A,small_green,B,-,-,D,D,B,C,D,046946,118158,100,118158,118158
"Centennial High, 1441 Bethel Rd, Columbus, OH, 43220",Columbus City School District,Centennial High School,Effective*,A,small_green,B,B,C,-,-,-,-,C,043802,068536,103.1322751,068536,68536
"Columbus Alternative High, 2632 Mcguffey Rd, Columbus, OH, 43211",Columbus City School District,Columbus Alternative High School,Excellent*,A,small_green,B,A,A,-,-,-,-,A,043802,023606,106.0597015,023606,23606
"Indianola Informal K-8 Elem, 251 E Weber Rd, Columbus, OH, 43202",Columbus City School District,Indianola Informal K-8 School,Effective*,A,small_green,B,-,-,C,C,A,C,F,043802,017434,99.44664032,017434,17434
"Albert Chapman Elem, 8450 Sawmill Rd, Powell, OH, 43065",Dublin City,Albert Chapman Elementary School,Excellent,A,small_green,B,-,-,C,D,C,B,D,047027,099580,102.8186715,099580,99580
"Ann Simpson Davis Middle, 2400 Sutter Pkwy, Dublin, OH, 43016",Dublin City,Ann Simpson Davis Middle School,Excellent with Distinction,A,small_green,B,-,-,A,C,A,A,B,047027,098475,100.3191489,098475,98475
"Dublin Scioto High, 4000 Hard Rd, Dublin, OH, 43016",Dublin City,Dublin Scioto High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,047027,120485,105.8834951,120485,120485
"Glacier Ridge Elementary Elem, 7175 Glacier Ridge Blvd, Dublin, OH, 43017",Dublin City,Glacier Ridge Elementary,Excellent,A,small_green,B,-,-,C,F,C,C,A,047027,008257,107.5799087,008257,8257
"Griffith Thomas Elem, 4671 Tuttle Rd, Dublin, OH, 43017",Dublin City,Griffith Thomas Elementary School,Excellent,A,small_green,B,-,-,C,C,B,F,B,047027,098483,102.6269702,098483,98483
"Indian Run Elem, 80 W Bridge St, Dublin, OH, 43017",Dublin City,Indian Run Elementary School,Excellent,A,small_green,B,-,-,C,C,A,B,D,047027,017368,100.3432836,017368,17368
"John Sells Middle, 150 W Bridge St, Dublin, OH, 43017",Dublin City,John Sells Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,C,C,047027,039693,105.0682853,039693,39693
"Olde Sawmill Elem, 2485 Olde Sawmill Blvd, Dublin, OH, 43016",Dublin City,Olde Sawmill Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,B,D,047027,028415,103.8429752,028415,28415
"Riverside Elem, 3260 Riverside Green Dr, Dublin, OH, 43017",Dublin City,Riverside Elementary School,Excellent,A,small_green,B,-,-,D,C,B,C,B,047027,092726,102.4608501,092726,92726
"Chapelfield Elem, 280 Chapelfield Rd, Gahanna, OH, 43230",Gahanna-Jefferson City,Chapelfield Elementary School,Excellent,A,small_green,B,-,-,C,D,C,C,B,046961,005868,102.6744186,005868,5868
"Gahanna East Middle, 730 Clotts Rd, Gahanna, OH, 43230",Gahanna-Jefferson City,Gahanna East Middle School,Excellent,A,small_green,B,-,-,C,C,C,A,B,046961,020941,103.59375,020941,20941
"Jefferson Elem, 136 Carpenter Rd, Gahanna, OH, 43230",Gahanna-Jefferson City,Jefferson Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,F,046961,017939,99.39346812,017939,17939
"Lincoln Elem, 515 Havens Corners Rd, Gahanna, OH, 43230",Gahanna-Jefferson City,Lincoln Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,B,A,046961,020875,102.1223709,020875,20875
"Lincoln High, 140 S Hamilton Rd, Gahanna, OH, 43230",Gahanna-Jefferson City,Lincoln High School,Excellent,A,small_green,B,A,B,-,-,-,-,B,046961,020883,105.0699301,020883,20883
"Grandview Heights Middle, 1240 Oakland Ave, Columbus, OH, 43212",Grandview Heights City,Grandview Heights Middle School,Excellent with Distinction,A,small_green,B,-,-,A,B,D,C,A,044073,014118,107.2456576,014118,14118
